"text","label"
"Vải mềm mát, form rộng rãi thoải mái, có tăng đơ là điểm cộng, đường may đẹp và cẩn thận","Positive"
"Chất lượng sản phẩm kém,bán nói co quần bầu mà khi giao hk co","Negative"
"Balo đẹp, vải ok😻","Positive"
"Áo chất ổn, vải mát, size M hơi dài chút, giao hàng nhanh so với mình nghĩ shop tư vấn rất nhiệt tình 😍","Positive"
"Vải xấu.mỏng và rất cứng","Negative"
"Hỏi nhiều nhưng trả lời ít, cảm giác k nhiệt tình","Neutral"
"Chị giao hàng rất thân thiện..","Positive"
"Trái bí nhỏ xíu ah","Positive"
"Like 5sao","Positive"
"Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền","Positive"
"Hài lòng về sản phẩm","Positive"
"Từ form đến chất vải","Positive"
"Siêu rẻ nhá","Positive"
"Thời gian giao hàng nhanh, sản phẩm giống hình 90%, có phần vai hơi khác, phù hợp với giá 229k hơn là 450k","Negative"
"Đúng + đủ","Positive"
"Sp dùng ok","Positive"
"Chất lượng sản phẩm tuyệt vời.túi rất thơm","Positive"
"Song đây cũng là 1 sản phẩm đáng để đầu tư","Positive"
"mạnh, số 1 dùng tay giữ mũi ko được Chất lượng sản phẩm tuyệt vời","Positive"
"Shop vui lòng cẩn thận giúp mình để tránh mất thời gian 2 bên ạ","Negative"
"Chất lượng sản phạm rất xau","Negative"
"Áo vải đẹp,mềm và mát","Positive"
"Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Đóng gói sản phẩm tạm được.chưa giặc nên kg bít có tổ kg nhưng vẫn cho 5 sao","Positive"
"Chất vải đẹp nhưng áo hơi vàng","Positive"
"Chất lượng sản phẩm cũng được","Neutral"
"Thất vọng về sản phẩm khi nhận được","Negative"
"chất lượng tuyệt vời ngoài mong đợi :> Thời gian giao hàng cực nhanh luôn :3","Positive"
"Guddd","Neutral"
"Shop phục vụ rất tốt Thời gian giao hàng rất nhanh","Positive"
"Mua shop dài dài 😍😍","Positive"
"Dùng 2 ngày mà cảm giác da khác hẳn","Positive"
"Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền","Positive"
"Shop này đáng tin tưởng nhất","Positive"
"Đóng gói hàng rất đẹp","Positive"
"Chất vải mềm mịn","Positive"
"Lsau sẽ ủng hộ shop tiếp","Positive"
"Hàng đẹp y hình, Chất lượng sản phẩm tuyệt vời, Rất đáng tiền","Positive"
"Quần mặc như không ý, rất thích","Positive"
"Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh","Positive"
"Áo hơi ngắn , mình 1m60 mặc bị ngắn","Negative"
"Chất lượng sản phẩm tuyệt vời, từ chất vải đến form đến màu đều như hình, rất ok luôn, lần đầu mua nhưng rất hài lòng","Positive"
"Chất lượng sản phẩm tuyệt vời","Positive"
"Áo rất nhỏ hơi thất vọng vì mình đã nhắn báo số kg mà shop ko nhiệt tình tư vấn","Negative"
"Ko phát ra tiếng Chất lượng sản phẩm rất kém","Negative"
"Ko giống như hình","Negative"
"Giao nhanh ok","Positive"
"Không đáng tin cậy,tư vấn size nhưng đến khi giao đưa áo bé size quá to.nhưng ko giải quyết đổi hay j cho khách nhắn tin ko trả lời","Negative"
"Lúc đầu check k kỹ nên nghĩ là váy khuy","Positive"
"Đóng gói sản phẩm rất đẹp và chắc chắn, người giao hàng rất tử tế, nói chuyện rất lịch sự với khách hàng","Positive"
"Đóng gói sản phẩm rất đẹp và chắc chắn!","Positive"
"Quá tệ","Negative"
"Giao hàng nhanh!","Positive"
"Đóng gói sản phẩm rất kỹ càng","Positive"
"Chất lượng sản phẩm tuyệt vờ.i Đóng gói sản phẩm rất đẹp và chắc chắn.Shop phục vụ rất tốt","Positive"
"Mình mặc lên rất vừa và đẹp","Positive"
"K hài lòng về màu sắc vì sp bị trùng lặp màu nhiều","Negative"
"đặt màu trắng mà giao màu đen","Negative"
",MÀU ÁO BÊN NGOÀI TƯƠI HƠN TRONG HÌNH","Negative"
"Chúc shop buôn may bán đắt nha","Positive"
"Nhưng bị lỗi ở khóa cài nhưng thôi ko đổi","Positive"
"Chất lượng sản phẩm tuyệt vời","Positive"
"Rất chịu","Positive"
"Váy cực xinh luôn ạ","Positive"
"Chữ in kh rõ giặt là bong ngay hết","Negative"
"Shop làm ăn uy tín,tư vấn nhiệt tình,có sao nói vậy, test máy rất kỹ","Positive"
"Nỉ cực mỏng","Negative"
"Cảm ơn shop và sẽ mua son của shop dài dàiii","Positive"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh,","Positive"
"Đường may cẩu thả","Negative"
"Hàng sd tốt lắm","Positive"
"Chất lượng sản phẩm tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Rất đáng tiền","Positive"
"Áo xinh lắm ạ","Positive"
"rẽ","Positive"
"Ba lo dễ thương lắm","Positive"
"Sp giống như hình","Neutral"
"Thời gian giao hàng rất nhanh","Positive"
"Ok","Positive"
"Thíc lắm ạ ❤❤","Positive"
"Hi","Positive"
"Quả thực mặc không dc","Negative"
"khăn sai số quá lớn,theo hình mình chụp thì gấp đôi khăn lại thì phải đo được 2 lần thước như vậy mới 120cm nhưng chổ dư còn lại ko đc 30cm thì các bạn biết lệch ntn rồi.sp ghi 60×120 nhưng thực tế chỉ 52×98. các bạn mua khăn nên lưu ý nếu muốn mua khăn to như mong muốn. hơi bị thất vọng","Negative"
"Vải rất đẹp","Positive"
"Miếng vá nhỏ tí","Negative"
"Áo chất đẹp, rộng rãi thoải mái, không dễ nhăn, 1 sao vì giao hàng chậm","Negative"
"Nhưng ksao","Neutral"
"Cảm thấy hơi tiếc khi đã mua trước khá nhiều, giá rẻ hơn 1/2 mà chat luong so vơi nhau ko khác :)","Positive"
"Nếu bạn có ý định mua thì nên mua lên 1 size so với size giày mình hay mang","Neutral"
"vải đẹp , vừa form người nhỏ","Positive"
"Bù lại vải đẹp mát❤️","Positive"
"Nhỏ","Neutral"
"Đường may lỗi","Negative"
"Buồn cho shop ghê :))))","Negative"
"Hang dep.nhung chat lieu vai day va nong","Neutral"
"Chat Liêu tốt , I like ít","Positive"
"Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời.chất áo quần dày dặn","Positive"
"Tốt với tầm giá","Positive"
":)","Neutral"
"Khá bực mình và thất vọng vì khoá kéo áo, dây rút áo, vải áo là 3 màu khác nhau","Negative"
"Shop tư vấn nhiệt tình","Positive"
"Bình thường mình mặc size 34 vừa, nhưng form áo này hơi nhỏ thì phải","Negative"
"Chất lượng sản phẩm tuyệt vời, vải tốt tiếp tục chuyển sang shop","Positive"
"Son dưỡng ẩm cũng ổn, gấu đẹp","Positive"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Giày rất đẹp giá rẻ so với chất lượng giày còn bao gồm cả hộp và tất tặng kèm","Positive"
"Vừa thử vào đã rách đáy","Negative"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn","Positive"
"Đã mua 5 con làm quà tặng","Positive"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.hàng rất đẹp","Positive"
"Bộ đồ được nhưng size L s rộng quá","Neutral"
"Tai nghe fake nhưng cũng ok","Positive"
"Shop nhiet tinh, dễ thương","Positive"
"Đeo rất dễ tuột","Negative"
"Sản phẩm đẹp nhưng do đặt size m nên hơi rộng.","Positive"
"Dưới là 1 số hình ảnh mình chat với shop !!","Negative"
"Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn","Positive"
"Vải chất đẹp, với giá tiền này thì m rất hài lòng","Positive"
"Shop có nói tặng pin mà ko có","Negative"
"Đóng gói chắc chắn, đẹp mắt","Positive"
"shop nch so cute!","Positive"
"Sản phẩm ok nhưng giao hàng khá chậm, chấm 3s","Neutral"
"Đóng gói sản phẩm rất đẹp và chắc chắn","Positive"
"Đã giới thiệu mà mua thêm 1 đơn nữa","Positive"
"Chất lượng sản phẩm tuyệt vời nhung hoi rong shop gui nham size minh dat size s shop gui m","Positive"
"Sạc dự phòng hộp đã cũ và bị bóc tem từ lâu !!","Negative"
"Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh","Positive"
"Rep hời hợt","Negative"
"GIAO THIEU 2 BO DO","Negative"
"Có mùi vải rất hôi","Negative"
"Khi mặc mình thấy đáy quần cứ lệch qua 1 bên, rất khó chịu","Negative"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền","Positive"
"Sẽ còn ủng hộ shop","Positive"
"Nhưng phần cổ may chỉ đen trông hơi điêu","Negative"
"Sau đó không chuyển đợi quá 3 ngày KHÔNG THỂ khiếu nại trên Shopee đc nữa","Negative"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn san pham dep dang tien","Positive"
"Quá ưng ý shop ơi","Positive"
"Áo nhỏ hơn hình rất nhiều :((","Negative"
"Gậy chắc chắn, điều chỉnh dễ dàng và kết nối bluetooth rất nhạy. 👍👍👍","Positive"
"Mình quen mặc áo gọng mềm rồi nên khi mặc hơi đau, áo nâg ngực nhé","Positive"
"Chất vải tạm được","Neutral"
"hàng đẹp y hình, giao hàng nhanh","Positive"
"Ko đc sao nào hết","Negative"
"Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.cam on shop","Positive"
"Ai không thích vải mỏng không nên mua","Negative"
"Hài lòng nha shop.mình chuẩn bị đặt thêm ạ","Positive"
"Tạm","Positive"
"Cảm ơn b chủ shop đã tư vấn chuẩn, bé m vừa size m","Positive"
"Nách bị rộng","Negative"
"Áo vải rất đẹp nhé","Positive"
"Do hết size M nên lấy L hơi rộng tí xíu nhưng chất ok","Positive"
"Qua xau","Negative"
"Màu thì đẹp chất thun ok nhung hơi nhỏ và ngắn","Neutral"
"Sp ok","Positive"
"Cạch mặt lần sau k bao giờ mua hàng của shop luôn","Negative"
"Có giảm nhưng uống vào người rất mệt và buồn nôn","Neutral"
"Chất lượng sản phẩm kém","Negative"
"Chúc shop buôn may bán đắt.","Positive"
"Giặt xong là 2 bàn tay cũng đen theo luôn","Negative"
"Giá tận 175k nhưng ko ghi giá trên chai ko biết có khai khống giá không","Negative"
"Đóng gói sản phẩm chắc chắn, giao hàng nhanh","Positive"
"Hỏi shop muốn đổi xuống sz nhỏ hơn thì shop tl 1 cách hời hợt cho qua","Negative"
"Ktra kĩ khi mang cho khách","Negative"
"Giao hàng cực nhanh trong vòng 2h đồng hồ","Positive"
"Áo chất mát lịm ạ","Positive"
"Chất vải ko được đẹp, shop tư vấn nhiệt tình","Neutral"
"Bụng so với mình hơi rộng","Neutral"
"Quần đẹp ạ, cho 5 sao vì sự nhiệt tình và đáng yêu 💓","Positive"
"Chất lượng sản phẩm tuyệt vời","Positive"
"Hàng giao nhanh, đầy đủ phụ kiện, Rất đáng tiền","Positive"
"Mọi người hãy cân nhắc kỹ trước khi mua","Negative"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh, rất ưng ý","Positive"
"Chọn màu 25 là cam nhưng khi test môi k co một chút gi gọi là cam cả","Negative"
"Màu y hình","Positive"
"Chất vải quá tồi","Negative"
"Cho shop 5 ⭐️","Positive"
"Mình sẽ ủng hộ nữa😋😋😋","Positive"
"Nói chung mình mua 4 món đều hài lòng cả 4, cảm ơn shop nhé","Positive"
"Tks shop ạ","Positive"
"Thời gian giao hàng hơi lâu, chất lượng phù hợp với giá tiền","Positive"
"Áo đẹp như hình luôn, ưng lắm shop ạ 😘😘😘","Positive"
"K giống như clip lắm ạ 😟😌","Negative"
"Cbị kiếm mẫu khác mua tiếp híhiii Shop phục vụ rất tốt💜💜💜","Positive"
"Chỉ là vì shop ở Hà Nội nên giao hàng hơi lâu làm mình ở nhà ngóng quá trời luôn","Positive"
"Cotton len mềm mịn mát tay","Positive"
"Rất đáng tiền","Positive"
"Shop gửi sai màu","Negative"
"Ship siêu nhanh","Positive"
"Chất lượng sản phẩm ổn so với giá tiền","Neutral"
"Đóng gói sản phẩm rất đẹp và chắc chắn","Positive"
"3 chiếc 1 chiếc bị rách :(","Positive"
"Mua lan 2 roi tc 10 cai Luon form ao va chat vai đẹp .Mn nen sắm cho minh mỗi màu 1 cái nhe","Positive"
"hơi rộng so với mình","Neutral"
"Chất lượng sản phẩm ok, đúng chuẩn như ảnh mẫu","Positive"
"Nói chung là xàm","Negative"
"Atermia rất ok, ấp nở gần hết luôn 👍👍👍","Positive"
"Cảm ơn shop","Positive"
"Dùng code nên được giảm 50k trên tổng bill ^^","Neutral"
"Cái quần màu vàng đậm mình k thik lắm","Positive"
"E vảo màu tím shop dao cho e màu đen","Negative"
"Chất lượng sản phẩm tuyệt vời, Shop phục vụ rất tốt tư vấn rất nhiệt tình, rất ưng, đc tặng móc khóa nữa, Rất đáng tiền","Positive"
"Form chỉ dành cho bạn 58kg đổ xuống, nchung tương xứng với giá tiền","Positive"
"Như shit ý","Negative"
"Mua là không trả được","Negative"
"Áo đẹp quá, cảm ơn shop nha, còn c tư vấn nhiệt tình quá tr,🤩🤩🤩","Positive"
"Da Khô thoáng","Positive"
"Giao hang rat nhanh, se ung ho shop lau dai","Positive"
"Shop phục vụ rất tốt","Positive"
"Rất đáng tiền","Positive"
"Shop gói hàng kĩ lắm","Positive"
"Giao hàng rất nhanh","Positive"
"Nhưng..","Negative"
"Mặc rất ôm","Positive"
"Áo đẹp quá ^^ tôn dáng lắm lun","Positive"
"Áo thun chất đẹp","Positive"
"Hàng chất lượng","Positive"
"Mùi dễ chịu , vón cục rất nhanh và sạch","Positive"
"Hàng thất lạc ko nhận dc sản phẩm shop nhé buồn vận chuyển","Neutral"
"Bạn chủ bán hàng nhiệt tình","Positive"
"Mùi hơi thơm quá","Negative"
"Shop giao hàng không có tâm... nhặt chèn vào đơn hàng của mình chiếc áo cộc , trước khi đó đã nhắc shop rất nhiều lần vì cũng đọc đc feedback shop giao nhầm , Nt thì bảo gửi hàng lại cho mình nhưng vẫn không thấy . nt không thấy tl nữa . các b muốn mua số lượng nên lưu ý","Negative"
"Màu lai áo hơi nhạt","Negative"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,hang giong hinh va rat dep.se von ung ho nhiu","Positive"
"Sản phẩm tốt, các bác nên mua","Positive"
"What the fuckss??","Negative"
"hàng gì như đồ mã hàng dởm mà đem rao bán trên SHOPEE Thiệt mất uy tín của Shopee","Negative"
"Mình Hài lòng với sản phẩm","Positive"
"Mới dùng 1 ngày lót bên trong đã rách, phải cắt bỏ phần ngăn lót, nói chung chất lượng không tốt, giao hàng chậm","Negative"
